iter	Logloss
156	0.4403576109
157	0.4401857768
158	0.4399540543
159	0.4397105068
160	0.439482694
161	0.4392834211
162	0.4391899625
163	0.4390266882
164	0.43885218
165	0.4386516124
166	0.4383577775
167	0.4381332533
168	0.4379031367
169	0.4376094352
170	0.4373647465
171	0.4370905175
172	0.4368814775
173	0.4367201669
174	0.4364514584
175	0.436206773
176	0.4359522817
177	0.4357716899
178	0.435457366
179	0.4351871012
180	0.4349470721
181	0.4347106611
182	0.4344193246
183	0.4342458215
184	0.4340210567
185	0.4338508486
186	0.4336119138
187	0.4333097926
188	0.4331289784
189	0.4330183576
190	0.4328790839
191	0.4327204447
192	0.4325034158
193	0.4323275691
194	0.4320500195
195	0.4318462606
196	0.4315408128
197	0.4313780223
198	0.4312500937
199	0.4310639939
200	0.4307090314
201	0.4304752542
202	0.4303848443
203	0.4302556045
204	0.42991056
205	0.4297277103
206	0.4296001112
207	0.4293405653
208	0.4291096391
209	0.4288345576
210	0.4286572693
211	0.4285656229
212	0.4283686713
213	0.4280592596
214	0.4278849344
215	0.4277375133
216	0.4276133978
217	0.4274586273
218	0.4272531824
219	0.4270639329
220	0.4269730646
221	0.426808454
222	0.4266343796
223	0.4264308081
224	0.4262500171
225	0.4260533366
226	0.4258918725
227	0.4256451186
228	0.4254312569
229	0.4252112844
230	0.4250846321
231	0.4248334349
232	0.424673004
233	0.4245057331
234	0.4243825647
235	0.4242123017
236	0.4240142567
237	0.423762689
238	0.423624682
239	0.4233996224
240	0.4232680205
241	0.4230512412
242	0.4229131566
243	0.4228093852
244	0.4227314163
245	0.4226628869
246	0.4225012604
247	0.4223804636
248	0.4221419334
249	0.4219804392
250	0.4217661523
251	0.4215558132
252	0.4214850934
253	0.4213807759
254	0.4212512517
255	0.4211466895
256	0.4210300161
257	0.4208237077
258	0.4207428803
259	0.4206051411
260	0.4202669105
261	0.4201717395
262	0.4200741666
263	0.4197972182
264	0.4196484937
265	0.4195237739
266	0.4194931127
267	0.4192840728
268	0.4190359918
269	0.4187903406
270	0.4185951773
271	0.4184392441
272	0.4182678475
273	0.4181143053
274	0.4179186631
275	0.417847319
276	0.4175293643
277	0.4173308339
278	0.4170543401
279	0.4169131355
280	0.4167876164
281	0.4165808151
282	0.4163494817
283	0.4160422908
284	0.4158870534
285	0.4157937815
286	0.4155706862
287	0.4153297511
288	0.4152403315
289	0.4150477219
290	0.4148682838
291	0.4146540757
292	0.4144165185
293	0.4142908782
294	0.4140787588
295	0.4138370259
296	0.4136727299
297	0.4133839453
298	0.4132166556
299	0.413072001
300	0.4128869904
301	0.4126603459
302	0.4125520016
303	0.4123334294
304	0.4121308151
305	0.411992083
306	0.4118814384
307	0.4117979157
308	0.4116720997
309	0.411477397
310	0.4113260134
311	0.4111773185
312	0.410938598
313	0.4107713571
314	0.4105825614
315	0.4104890945
316	0.4102821147
317	0.4100787962
318	0.409901941
319	0.409668833
320	0.4096681074
321	0.4093482754
322	0.4091548654
323	0.4090339015
324	0.4088325416
325	0.4085580944
326	0.4083857743
327	0.4082274009
328	0.4081068342
329	0.4078584494
330	0.4078030122
331	0.407592217
332	0.4074028326
333	0.4072619928
334	0.4070758317
335	0.4069496459
336	0.4068952987
337	0.406743224
338	0.4067431653
339	0.4065968247
340	0.4064193513
341	0.4062841828
342	0.4060866348
343	0.4058655707
344	0.4057377903
345	0.4055609219
346	0.4053691839
347	0.40520411
348	0.4051159259
349	0.4049380459
350	0.4047347455
351	0.4045727839
352	0.404273609
353	0.4040390836
354	0.4038362035
355	0.4035499138
356	0.4033907561
357	0.4032352196
358	0.4030127299
359	0.4027482938
360	0.4025045261
361	0.4023313737
362	0.4021410861
363	0.4019911494
364	0.4017608679
365	0.401586663
366	0.401399096
367	0.4011639102
368	0.4009854203
369	0.4009058184
370	0.400716541
371	0.4005377928
372	0.400349442
373	0.4001239222
374	0.3999266586
375	0.3997147976
376	0.3995126127
377	0.3993467213
378	0.3992370474
379	0.3991375739
380	0.3989220961
381	0.3987428733
382	0.3985568274
383	0.3983081536
384	0.398169836
385	0.3978656472
386	0.397627866
387	0.3975399898
388	0.3973861689
389	0.3972465074
390	0.3971200135
391	0.3969161951
392	0.3967404431
393	0.3965235255
394	0.3962251384
395	0.3960234506
396	0.3958788573
397	0.3957743641
398	0.3955222001
399	0.3954091055
400	0.3952083912
401	0.3949667346
402	0.3945708933
403	0.3943319391
404	0.394136055
405	0.393907908
406	0.3937795383
407	0.3936799995
408	0.3934686963
409	0.3933030705
410	0.3930860962
411	0.3929299424
412	0.39277427
413	0.3925826161
414	0.3924119769
415	0.3922241425
416	0.3920362018
417	0.3918115294
418	0.3917086165
419	0.3915751129
420	0.3914023092
421	0.3912379301
422	0.3910596792
423	0.3909524429
424	0.3908110697
425	0.3905712983
426	0.3904267896
427	0.3902368426
428	0.3900777236
429	0.3898935371
430	0.3896283576
431	0.3894549754
432	0.3893459249
433	0.3891858674
434	0.3890537342
435	0.3888906495
436	0.3887337841
437	0.3885924735
438	0.3884584153
439	0.3882804708
440	0.3881012544
441	0.3879966802
442	0.3878731954
443	0.3877238101
444	0.3876031775
445	0.3874836462
446	0.3873402808
447	0.3871975108
448	0.3870038208
449	0.3868024297
450	0.3866713986
451	0.3864865426
452	0.3862927619
453	0.3861375583
454	0.3859730323
455	0.3857841302
456	0.3856205591
457	0.3854266862
458	0.3852768269
459	0.3850793646
460	0.3849180789
461	0.3847532543
462	0.384615923
463	0.3843956496
464	0.3842428612
465	0.3840699015
466	0.3839473998
467	0.3837716438
468	0.3836210812
469	0.3834797197
470	0.3832933038
471	0.3830978501
472	0.3829579933
473	0.382781696
474	0.3826259333
475	0.382485657
476	0.3823573206
477	0.3822334915
478	0.3821241999
479	0.3820321572
480	0.3819134
481	0.3817411537
482	0.3815731498
483	0.3814251995
484	0.3813007057
485	0.3811727845
486	0.3810106048
487	0.380764393
488	0.3805471296
489	0.3803390327
490	0.380159513
491	0.3800338233
492	0.3798965792
493	0.37971067
494	0.3795060458
495	0.3792930642
496	0.3791323239
497	0.3789864993
498	0.3788461649
499	0.3787456238
500	0.3785949438
501	0.3784892612
502	0.3783930859
503	0.3782519383
504	0.3780626103
505	0.3779031018
506	0.3777641495
507	0.3776813955
508	0.3774477149
509	0.3773493735
510	0.3771684075
511	0.377017095
512	0.3767973443
513	0.376649189
514	0.3764119042
515	0.3763022798
516	0.376191409
517	0.3760518795
518	0.3759266228
519	0.3756206204
520	0.3755009175
521	0.3753813913
522	0.3751901025
523	0.3750554546
524	0.374813994
525	0.3746971516
526	0.3745519409
527	0.3744087223
528	0.3742942288
529	0.3741418453
530	0.3740110886
531	0.3738556262
532	0.3737410451
533	0.3736186169
534	0.3734520358
535	0.3733093392
536	0.3731544206
537	0.3730071071
538	0.3728669323
539	0.3727326673
540	0.3726107953
541	0.3725030824
542	0.372425399
543	0.3722884431
544	0.3721623845
545	0.3720272803
546	0.3719046535
547	0.3717120937
548	0.3715978747
549	0.37147776
550	0.3712888859
551	0.3711701486
552	0.3709534202
553	0.3707682711
554	0.3706569755
555	0.3705751172
556	0.3704103705
557	0.370247226
558	0.3700649045
559	0.3699567704
560	0.3698507662
561	0.3697339092
562	0.3696216376
563	0.3695433357
564	0.3694346369
565	0.3692913543
566	0.3691797336
567	0.3690377553
568	0.3689066774
569	0.3687917996
570	0.3686367353
571	0.368523918
572	0.3683825187
573	0.368162067
574	0.3680600885
575	0.3678400704
576	0.3676037212
577	0.3674525798
578	0.3673433735
579	0.3672657024
580	0.3670661521
581	0.3669137078
582	0.366848329
583	0.3666999187
584	0.3664572736
585	0.3663204543
586	0.3662139374
587	0.3660943135
588	0.3659860064
589	0.3658318707
590	0.3656402391
591	0.3655325262
592	0.3654135915
593	0.365204491
594	0.3650376231
595	0.3648453531
596	0.3646542333
597	0.364546008
598	0.3644167468
599	0.3643020051
600	0.3641160301
601	0.363933508
602	0.3637880992
603	0.3636534314
604	0.3635673
605	0.3634802332
606	0.3633802175
607	0.3632792284
608	0.3631703595
609	0.3630692738
610	0.3629574115
611	0.3628710918
612	0.3627084909
613	0.3625090342
614	0.3624102952
615	0.3623073337
616	0.3622118176
617	0.3621390791
618	0.361967365
619	0.3617472939
620	0.3616371344
621	0.3615343869
622	0.3613752623
623	0.3612105606
624	0.3610925559
625	0.360873639
626	0.3606703645
627	0.3605656931
628	0.3604840901
629	0.3603582531
630	0.360232997
631	0.3601461416
632	0.3600272986
633	0.3598639308
634	0.3597348309
635	0.3595977934
636	0.3594943722
637	0.3592528234
638	0.3590794032
639	0.358912577
640	0.3588446091
641	0.3587346399
642	0.3585727193
643	0.3584723015
644	0.3583185661
645	0.3582042715
646	0.3580912144
647	0.357944501
648	0.3577713976
649	0.3576157073
650	0.357536066
651	0.3574415816
652	0.3573097673
653	0.3571698817
654	0.3569611547
655	0.3568473509
656	0.356661446
657	0.3565008751
658	0.3563753344
659	0.356169084
660	0.3560171314
661	0.3558634559
662	0.3557181675
663	0.3555384178
664	0.3554217478
665	0.3553094129
666	0.355148471
667	0.3550461024
668	0.3549221561
669	0.3548150911
670	0.3547015796
671	0.3545479071
672	0.3544294214
673	0.3543315911
674	0.3541499966
675	0.3540281194
676	0.353985151
677	0.3538382419
678	0.3537279769
679	0.3535535678
680	0.353460629
681	0.3533378411
682	0.3532607722
683	0.3531857686
684	0.3530702922
685	0.3529124145
686	0.3528138556
687	0.3527223202
688	0.3525418816
689	0.3524515584
690	0.3522938272
691	0.3521571971
692	0.3520583771
693	0.3519465252
694	0.3517866853
695	0.3516582807
696	0.3515247434
697	0.3513554435
698	0.3512783491
699	0.3512485326
700	0.3512060379
701	0.3511346575
702	0.3510302769
703	0.3508832522
704	0.3507441487
705	0.3506247649
706	0.3505059219
707	0.3504212076
708	0.3502715202
709	0.3500535741
710	0.3499019509
711	0.3497773929
712	0.3495639315
713	0.3494044472
714	0.3493008508
715	0.349109246
716	0.348968477
717	0.3488268208
718	0.3486802416
719	0.3486043623
720	0.348456251
721	0.3482950697
722	0.3482094735
723	0.3481366949
724	0.3479818287
725	0.3478943386
726	0.3477646221
727	0.3476192039
728	0.3474954048
729	0.3474132786
730	0.3472610189
731	0.3472044039
732	0.3471004202
733	0.3469523889
734	0.346843208
735	0.3466886749
736	0.3465672523
737	0.3464809037
738	0.3463796767
739	0.3461997765
740	0.3460670152
741	0.3458509691
742	0.3457135384
743	0.3455557528
744	0.345445177
745	0.345308442
746	0.3452434351
747	0.3450530759
748	0.3449991253
749	0.3448221718
750	0.3446513599
751	0.3444751039
752	0.3443328103
753	0.3442499206
754	0.3441261142
755	0.3439267655
756	0.343816718
757	0.3437418967
758	0.3436130404
759	0.3435396265
760	0.3434296227
761	0.3433860912
762	0.3433037026
763	0.3432200667
764	0.3431259704
765	0.343004695
766	0.3429206417
767	0.342838152
768	0.3427160535
769	0.3426024545
770	0.3424761084
771	0.342372293
772	0.3422569024
773	0.3420947739
774	0.341891942
775	0.3417423591
776	0.3416721004
777	0.3415633161
778	0.3414831187
779	0.3412900009
780	0.3411814595
781	0.3410339151
782	0.3409433591
783	0.3408000392
784	0.3406406859
785	0.3405311478
786	0.3404012437
787	0.3403166075
788	0.3402374806
789	0.3402056925
790	0.3401212553
791	0.3399971593
792	0.3398860555
793	0.3397886205
794	0.3396546149
795	0.3395452736
796	0.3395093425
797	0.3394211783
798	0.3392270233
799	0.3391224413
800	0.3390213764
801	0.3389450309
802	0.3388242891
803	0.3387541137
804	0.3385927833
805	0.3384908548
806	0.3384090698
807	0.338301039
808	0.3381242768
809	0.3380202068
810	0.3379280865
811	0.3377905317
812	0.3376299014
813	0.3374831886
814	0.3373860422
815	0.3372212694
816	0.3371466874
817	0.3370977631
818	0.3369552284
819	0.3368488044
820	0.3367280689
821	0.3366140262
822	0.3364947575
823	0.3363969684
824	0.3362588571
825	0.3361394221
826	0.3360285679
827	0.3359690369
828	0.3358463733
829	0.3357160616
830	0.3356269561
831	0.3355308617
832	0.3354279437
833	0.3352976323
834	0.335260194
835	0.3351336516
836	0.3350013175
837	0.3348960973
838	0.3348205749
839	0.3347711642
840	0.3347137797
841	0.3346142768
842	0.3344972374
843	0.3344007056
844	0.3343002394
845	0.3342297646
846	0.3341118754
847	0.3340636542
848	0.3338847012
849	0.3337117969
850	0.3335964259
851	0.3335597371
852	0.333466187
853	0.333348675
854	0.3332027057
855	0.3330944754
856	0.3329145507
857	0.3328361807
858	0.3327167458
859	0.3325891238
860	0.3324748806
861	0.3324094643
862	0.3323348716
863	0.3322142691
864	0.3320487224
865	0.331922125
866	0.3317486999
867	0.3316508972
868	0.331611986
869	0.331488463
870	0.3314170544
871	0.3312742796
872	0.3311327338
873	0.3309776283
874	0.3308262994
875	0.3306982664
876	0.3305710002
877	0.3304012657
878	0.3303533267
879	0.3302521567
880	0.3300862867
881	0.3299836263
882	0.3298374718
883	0.3297364879
884	0.3296469471
885	0.3295353735
886	0.3294151566
887	0.3292910948
888	0.3291860684
889	0.329062032
890	0.3289590823
891	0.3288013962
892	0.3286915489
893	0.3285784046
894	0.3284702467
895	0.3284223072
896	0.3282837141
897	0.3281764986
898	0.3280235128
899	0.3279377031
900	0.327778889
901	0.3276580238
902	0.327555494
903	0.3274484196
904	0.3273710429
905	0.3272323867
906	0.3271264672
907	0.3270131461
908	0.3269265557
909	0.3268481396
910	0.3267582588
911	0.326653896
912	0.3265224777
913	0.3264470559
914	0.326367885
915	0.3262571488
916	0.3261455311
917	0.326061916
918	0.3259982806
919	0.3258947463
920	0.3257405941
921	0.325628919
922	0.3255383619
923	0.3254038499
924	0.3253311755
925	0.3252710524
926	0.3251982112
927	0.3251116446
928	0.3249887703
929	0.3249204023
930	0.324785521
931	0.3246922245
932	0.3246310653
933	0.324517095
934	0.3243654764
935	0.3242768401
936	0.3242070589
937	0.3240799911
938	0.3240336073
939	0.3239298819
940	0.3238178633
941	0.3237780033
942	0.3235722149
943	0.3234837547
944	0.3233515775
945	0.3232378416
946	0.3231486058
947	0.323126211
948	0.3230150768
949	0.3228629
950	0.3228095347
951	0.3227415322
952	0.3226002303
953	0.3224287084
954	0.3223651959
955	0.322210448
956	0.3220750901
957	0.3219952088
958	0.3218943075
959	0.3217188975
960	0.3216321756
961	0.3215315478
962	0.3214782371
963	0.3213474984
964	0.3212534325
965	0.3211538706
966	0.3210132565
967	0.3209521456
968	0.320908346
969	0.3207272871
970	0.3205524354
971	0.320452809
972	0.3203338718
973	0.320197842
974	0.3200842491
975	0.3199858326
976	0.3198985336
977	0.3198025785
978	0.319695978
979	0.3196251404
980	0.3195954143
981	0.3194648342
982	0.3193070874
983	0.3191830852
984	0.3190965113
985	0.3190124387
986	0.3189204188
987	0.3188085949
988	0.3187299267
989	0.3186620733
990	0.3185637522
991	0.3184827958
992	0.3183995337
993	0.3183562025
994	0.3182855928
995	0.3181998206
996	0.3181342952
997	0.3180552481
998	0.3179833185
999	0.3178815168
